104013,iced-tea-lem-tall,Iced Tea Lemonade,tea-hot-iced,tall,"{black-tea,lemonade}","{11.00000000000000000,1.00000000000000000}",3.45
104014,iced-tea-lem-grande,Iced Tea Lemonade,tea-hot-iced,grande,"{black-tea,lemonade}","{14.00000000000000000,2.00000000000000000}",3.95
104015,iced-tea-lem-venti,Iced Tea Lemonade,tea-hot-iced,venti,"{black-tea,lemonade}","{21.00000000000000000,3.00000000000000000}",4.45
104016,tazo-chai-tall,Tazo Chai Tea,tea-hot-iced,tall,{TC-tea},{12.00000000000000000},2.95
104017,tazo-chai-grande,Tazo Chai Tea,tea-hot-iced,grande,{TC-tea},{16.00000000000000000},3.25
104018,tazo-chai-venti,Tazo Chai Tea,tea-hot-iced,venti,{TC-tea},{24.00000000000000000},3.45
104019,pink-drink-tall,Pink Drink,tea-hot-iced,tall,"{straw-acai-base,dried-strawberries,coconut-milk}","{1.00000000000000000,1.00000000000000000,10.00000000000000000}",4.65
104020,pink-drink-grande,Pink Drink,tea-hot-iced,grande,"{straw-acai-base,dried-strawberries,coconut-milk}","{2.00000000000000000,2.00000000000000000,12.00000000000000000}",4.95
104021,pink-drink-venti,Pink Drink,tea-hot-iced,venti,"{straw-acai-base,dried-strawberries,coconut-milk}","{3.00000000000000000,3.00000000000000000,18.00000000000000000}",5.65
104022,straw-acai-lem-tall,Strawberry Acai Lemonade Refresher,tea-hot-iced,tall,"{straw-acai-base,dried-strawberries,lemonade}","{1.00000000000000000,1.00000000000000000,10.00000000000000000}",4.65
104023,straw-acai-lem-grande,Strawberry Acai Lemonade Refresher,tea-hot-iced,grande,"{straw-acai-base,dried-strawberries,lemonade}","{2.00000000000000000,2.00000000000000000,12.00000000000000000}",4.95
104024,straw-acai-lem-venti,Strawberry Acai Lemonade Refresher,tea-hot-iced,venti,"{straw-acai-base,dried-strawberries,lemonade}","{3.00000000000000000,3.00000000000000000,18.00000000000000000}",5.65
104025,straw-acai-tall,Strawberry Acai Refresher,tea-hot-iced,tall,"{straw-acai-base,dried-strawberries,water}","{1.00000000000000000,1.00000000000000000,10.00000000000000000}",3.95
104026,straw-acai-grande,Strawberry Acai Refresher,tea-hot-iced,grande,"{straw-acai-base,dried-strawberries,water}","{2.00000000000000000,2.00000000000000000,12.00000000000000000}",4.45
104027,straw-acai-venti,Strawberry Acai Refresher,tea-hot-iced,venti,"{straw-acai-base,dried-strawberries,water}","{3.00000000000000000,3.00000000000000000,18.00000000000000000}",4.95
104028,dragon-drink-tall,Dragon Drink,tea-hot-iced,tall,"{mango-dragon-base,dried-dragonfruit,coconut-milk}","{1.00000000000000000,1.00000000000000000,10.00000000000000000}",4.65
104029,dragon-drink-grande,Dragon Drink,tea-hot-iced,grande,"{mango-dragon-base,dried-dragonfruit,coconut-milk}","{2.00000000000000000,2.00000000000000000,12.00000000000000000}",4.95
104030,dragon-drink-venti,Dragon Drink,tea-hot-iced,venti,"{mango-dragon-base,dried-dragonfruit,coconut-milk}","{3.00000000000000000,3.00000000000000000,18.00000000000000000}",5.65
104031,mango-dragon-lem-tall,Mango Dragonfruit Lemonade Refresher,tea-hot-iced,tall,"{mango-dragon-base,dried-dragonfruit,lemonade}","{1.00000000000000000,1.00000000000000000,10.00000000000000000}",4.65
104032,mango-dragon-lem-grande,Mango Dragonfruit Lemonade Refresher,tea-hot-iced,grande,"{mango-dragon-base,dried-dragonfruit,lemonade}","{2.00000000000000000,2.00000000000000000,12.00000000000000000}",4.95
104033,mango-dragon-lem-venti,Mango Dragonfruit Lemonade Refresher,tea-hot-iced,venti,"{mango-dragon-base,dried-dragonfruit,lemonade}","{3.00000000000000000,3.00000000000000000,18.00000000000000000}",5.65
104034,mango-dragon-tall,Mango Dragonfruit Refresher,tea-hot-iced,tall,"{mango-dragon-base,dried-dragonfruit,water}","{1.00000000000000000,1.00000000000000000,10.00000000000000000}",3.95
104035,mango-dragon-grande,Mango Dragonfruit Refresher,tea-hot-iced,grande,"{mango-dragon-base,dried-dragonfruit,water}","{2.00000000000000000,2.00000000000000000,12.00000000000000000}",4.45
104036,mango-dragon-venti,Mango Dragonfruit Refresher,tea-hot-iced,venti,"{mango-dragon-base,dried-dragonfruit,water}","{3.00000000000000000,3.00000000000000000,18.00000000000000000}",4.95
104037,very-berry-tall,Very Berry Hibiscus Refresher,tea-hot-iced,tall,"{sugar,green-tea,ice,fresh-fruits}","{0.20000000000000000,10.00000000000000000,1.00000000000000000,1.00000000000000000}",3.95
104038,very-berry-grande,Very Berry Hibiscus Refresher,tea-hot-iced,grande,"{sugar,green-tea,ice,fresh-fruits}","{0.20000000000000000,12.00000000000000000,2.00000000000000000,2.00000000000000000}",4.45
104039,very-berry-venti,Very Berry Hibiscus Refresher,tea-hot-iced,venti,"{sugar,green-tea,ice,fresh-fruits}","{0.20000000000000000,18.00000000000000000,3.00000000000000000,3.00000000000000000}",4.95
104040,tav-blk-tea-tall,Tavalon Black Tea,tea-hot-iced,tall,{TAV-blk-tea},{12.00000000000000000},2.95
104041,tav-blk-tea-grande,Tavalon Black Tea,tea-hot-iced,grande,{TAV-blk-tea},{16.00000000000000000},3.25
104042,tav-blk-tea-venti,Tavalon Black Tea,tea-hot-iced,venti,{TAV-blk-tea},{24.00000000000000000},3.45
104043,tav-grn-tea-tall,Tavalon Green Tea,tea-hot-iced,tall,{TAV-grn-tea},{12.00000000000000000},2.95
104044,tav-grn-tea-grande,Tavalon Green Tea,tea-hot-iced,grande,{TAV-grn-tea},{16.00000000000000000},3.25
104045,tav-grn-tea-venti,Tavalon Green Tea,tea-hot-iced,venti,{TAV-grn-tea},{24.00000000000000000},3.45
105001,coffee-frap-tall,Coffee Frappuccino,frappuccino-and-blended,tall,"{frap-roast,whole-milk,frap-syrup,ice}","{1.00000000000000000,10.00000000000000000,1.00000000000000000,1.00000000000000000}",4.65
105002,coffee-frap-grande,Coffee Frappuccino,frappuccino-and-blended,grande,"{frap-roast,whole-milk,frap-syrup,ice}","{1.00000000000000000,12.00000000000000000,2.00000000000000000,2.00000000000000000}",5.45
105003,coffee-frap-venti,Coffee Frappuccino,frappuccino-and-blended,venti,"{frap-roast,whole-milk,frap-syrup,ice}","{1.00000000000000000,18.00000000000000000,3.00000000000000000,3.00000000000000000}",5.75
105004,espresso-frap-tall,Espresso Frappuccino,frappuccino-and-blended,tall,"{frap-roast,espresso-shot,whole-milk,frap-syrup,ice}","{1.00000000000000000,1.00000000000000000,10.00000000000000000,1.00000000000000000,1.00000000000000000}",5.65
